gene_id,tot_exon_len,HOG,scaf_name,scaf_len,M_F_mode,chr_soft,chr_hard,Tpa_SF_HD_Md_Re1,Tpa_SF_HD_Md_Re2,Tpa_SF_HD_Md_Re3,Tpa_SF_LG_Md_Re1,Tpa_SF_LG_Md_Re2,Tpa_SF_LG_Md_Re3,Tpa_SF_RT_Md_Re1,Tpa_SF_RT_Md_Re2,Tpa_SF_RT_Md_Re3,Tpa_SF_WB_Md_Re1,Tpa_SF_WB_Md_Re2,Tpa_SF_WB_Md_Re3,Tpa_SM_HD_Md_Re1,Tpa_SM_HD_Md_Re2,Tpa_SM_HD_Md_Re3,Tpa_SM_LG_Md_Re1,Tpa_SM_LG_Md_Re2,Tpa_SM_LG_Md_Re3,Tpa_SM_RT_Md_Re1,Tpa_SM_RT_Md_Re2,Tpa_SM_RT_Md_Re3,Tpa_SM_WB_Md_Re1,Tpa_SM_WB_Md_Re2,Tpa_SM_WB_Md_Re3,lg_pos,gene_rel_midpoint,multi_lg,all_lg
TPA_13068,520,NA,5_Tpa_b3v08_scaf036437,4622,-0.0418112448547319,A,A,2,7,0,1,5,1,8,9,10,5,6,11,1,5,4,4,3,3,41,97,59,19,20,6,NA,NA,NA,NA
TPA_13069,373,NA,5_Tpa_b3v08_scaf082711,2353,-0.0636011918562702,A,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA
TPA_13070,168,NA,5_Tpa_b3v08_scaf063750,3043,-0.117543425133734,A,A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,3,1,2,0,NA,NA,NA,NA
TPA_13071,346,NA,5_Tpa_b3v08_scaf093978,2039,-0.0620625870954899,A,A,2,1,2,0,2,0,2,9,14,9,11,7,2,0,1,1,3,0,16,10,25,5,10,1,NA,NA,NA,NA
TPA_13072,427,HOG_4562,5_Tpa_b3v08_scaf027458,5651,-0.372790565225334,A,A,15,10,13,8,4,11,44,42,56,51,28,50,10,22,12,10,18,19,118,120,154,31,88,67,NA,NA,NA,NA
TPA_13073,451,NA,5_Tpa_b3v08_scaf045573,3986,-0.028766084690251,A,A,21,28,34,23,38,44,68,72,93,64,71,61,23,36,17,19,33,27,131,115,188,71,84,103,NA,NA,NA,NA
TPA_13074,835,HOG_20284,5_Tpa_b3v08_scaf031757,5024,-0.170317247935726,A,A,35,80,64,65,103,91,174,191,276,71,59,88,44,71,60,54,72,80,92,103,110,64,77,113,NA,NA,NA,NA
TPA_13075,258,NA,5_Tpa_b3v08_scaf077112,2533,0.146251823733097,A,A,3,4,8,11,4,8,37,28,36,18,13,22,3,8,7,4,7,7,11,25,44,20,26,15,NA,NA,NA,NA
TPA_13076,289,NA,5_Tpa_b3v08_scaf016204,9200,-0.870377882705593,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
TPA_13077,298,NA,5_Tpa_b3v08_scaf056271,3393,0.241149074152713,A,A,5,20,18,18,33,25,84,85,95,18,24,26,11,30,27,13,17,16,20,33,42,25,36,36,NA,NA,NA,NA
TPA_13078,425,NA,5_Tpa_b3v08_scaf056780,3368,0.194473868330209,A,A,20,104,32,22,87,41,17,30,16,4,39,15,7,18,18,14,5,10,11,7,16,12,18,47,NA,NA,NA,NA
TPA_13079,272,NA,5_Tpa_b3v08_scaf025103,6116,0.140192843859019,A,A,3,24,1,8,5,3,33,14,40,12,12,17,5,7,6,1,5,2,16,23,33,22,21,13,NA,NA,NA,NA
TPA_13080,1309,HOG_18228,5_Tpa_b3v08_scaf033274,4885,0.0466291966465099,A,A,83,162,113,220,249,205,609,806,526,228,275,321,154,212,198,175,285,201,303,298,362,192,299,325,NA,NA,NA,NA
TPA_13081,380,NA,5_Tpa_b3v08_scaf070976,2751,-0.914707690035794,X,X,14,11,12,27,21,32,0,3,2,6,11,14,35,30,39,38,67,33,5,2,4,16,23,21,NA,NA,NA,NA
TPA_13082,293,NA,5_Tpa_b3v08_scaf114517,1599,-0.048967163540387,A,A,0,1,0,2,0,0,0,0,0,34,40,38,0,0,1,0,2,0,11,15,3,22,13,25,NA,NA,NA,NA
TPA_13083,546,NA,5_Tpa_b3v08_scaf122950,1456,-0.251328560491188,A,A,14,20,11,33,16,12,19,2,24,18,416,418,7,21,32,8,38,21,3,4,8,12,184,21,NA,NA,NA,NA
TPA_13084,464,NA,5_Tpa_b3v08_scaf052354,3590,-0.17836590621694,A,A,14,8,5,4,3,4,4,4,2,51,64,59,5,17,15,3,3,1,1,4,12,21,56,21,NA,NA,NA,NA
TPA_13085,651,NA,5_Tpa_b3v08_scaf089684,2149,-0.178695678798956,A,A,10,12,5,15,3,7,51,40,68,25,48,63,5,20,9,13,13,5,135,117,147,26,81,38,NA,NA,NA,NA
TPA_13086,917,NA,5_Tpa_b3v08_scaf040535,4321,-0.108600604107995,A,A,4,1,0,5,3,2,0,0,1,0,1,2,1,0,4,2,3,2,174,12,160,14,2,32,NA,NA,NA,NA
TPA_13087,353,NA,5_Tpa_b3v08_scaf023334,6528,-0.048136516372442,A,A,108,217,251,295,313,521,165,179,58,618,763,418,181,123,144,342,217,262,48,42,40,257,143,264,NA,NA,NA,NA
TPA_13088,457,NA,5_Tpa_b3v08_scaf043499,4116,-0.15361667239009,A,A,50,114,64,123,229,150,50,89,59,53,81,207,68,99,107,155,154,177,1139,1225,1043,345,251,444,NA,NA,NA,NA
TPA_13089,246,NA,5_Tpa_b3v08_scaf146025,1114,0.0488415762144282,A,A,8,13,6,17,13,12,91,57,98,13,17,45,20,23,24,9,16,21,118,168,140,26,80,39,NA,NA,NA,NA
TPA_13090,319,NA,5_Tpa_b3v08_scaf086266,2247,-0.053969392985898,A,A,2,2,1,4,0,0,22,1,1,13,11,13,0,12,4,0,2,0,0,12,6,6,20,10,NA,NA,NA,NA
TPA_13091,2114,NA,5_Tpa_b3v08_scaf016990,8766,-0.673468395392674,X,A,250,269,301,1436,1408,1920,31,15,49,158,96,344,315,426,321,934,1627,1187,12,34,24,166,445,332,NA,NA,NA,NA
TPA_13092,216,NA,5_Tpa_b3v08_scaf140193,1192,0.0762744545125861,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA
TPA_13093,610,HOG_24285,5_Tpa_b3v08_scaf066840,2911,-0.0764016596255583,A,A,2,6,3,0,9,2,16,11,16,15,18,13,4,5,6,2,1,1,0,6,14,6,21,8,NA,NA,NA,NA
TPA_13094,549,NA,5_Tpa_b3v08_scaf048279,3821,-1.10437741047834,X,A,0,1,1,0,2,2,0,0,1,0,0,52,1,2,0,1,5,0,710,508,840,159,96,191,NA,NA,NA,NA
TPA_13095,375,NA,5_Tpa_b3v08_scaf102659,1836,-0.00470757413539061,A,A,1,3,2,0,3,4,18,12,22,8,19,18,1,8,1,0,9,2,7,19,27,12,13,9,NA,NA,NA,NA
TPA_13096,878,NA,5_Tpa_b3v08_scaf014585,10331,0.169900513668396,A,A,1,0,3,3,1,1,12,1,4,13,12,35,3,10,6,6,12,4,1,21,13,17,81,19,NA,NA,NA,NA
TPA_13097,395,NA,5_Tpa_b3v08_scaf069273,2815,0.253686667788988,A,A,14,8,0,8,12,0,27,10,0,12,12,11,1,4,2,2,3,0,2,3,5,6,18,6,NA,NA,NA,NA
TPA_13098,741,NA,5_Tpa_b3v08_scaf010124,15267,0.376340344019046,A,A,32,35,22,32,39,50,140,114,187,53,55,89,38,49,54,37,46,39,166,181,257,71,73,88,NA,NA,NA,NA
TPA_13099,324,NA,5_Tpa_b3v08_scaf124573,1430,-0.061790635921326,A,A,340,3322,670,456,1011,512,1713,1948,865,1262,2421,2476,395,1192,890,568,500,475,503,1070,628,2170,2051,2953,NA,NA,NA,NA
TPA_13100,318,NA,5_Tpa_b3v08_scaf023382,6519,0.395598333020247,A,A,5,2,2,7,0,1,22,1,5,15,17,21,1,7,2,0,1,1,14,48,54,10,27,32,NA,NA,NA,NA
TPA_13101,354,NA,5_Tpa_b3v08_scaf101328,1865,-0.330946752164197,A,A,2,2,2,3,1,2,4,5,4,6,7,11,2,11,2,4,4,4,17,17,9,5,17,15,NA,NA,NA,NA
TPA_13102,416,NA,5_Tpa_b3v08_scaf097487,1953,-0.142742899163299,A,A,3,3,5,2,2,8,27,35,42,16,24,15,8,6,9,7,7,2,10,21,22,9,26,9,NA,NA,NA,NA
TPA_13103,618,NA,5_Tpa_b3v08_scaf039937,4363,0.132476784988011,A,A,27,49,39,57,82,61,417,551,503,93,125,138,54,61,56,43,67,55,165,143,110,71,115,77,NA,NA,NA,NA
TPA_13104,436,NA,5_Tpa_b3v08_scaf033751,4845,0.0858347646515319,A,A,61,56,69,108,98,145,418,366,518,161,235,226,75,98,104,82,110,123,276,319,328,160,192,182,NA,NA,NA,NA
TPA_13105,374,HOG_1347,5_Tpa_b3v08_scaf013452,11360,0.295752568023333,A,A,5,13,6,8,23,11,37,43,25,14,33,27,10,9,8,5,21,7,56,75,70,17,39,39,NA,NA,NA,NA
TPA_13106,640,NA,5_Tpa_b3v08_scaf050565,3690,0.0233702996533299,A,A,16,32,14,25,36,11,39,26,35,38,49,62,15,37,15,7,17,9,34,61,161,46,90,90,NA,NA,NA,NA
TPA_13107,373,NA,5_Tpa_b3v08_scaf101039,1872,0.01247806769333,A,A,1,1,1,3,0,2,8,1,1,2,5,4,0,1,4,0,0,1,3,5,12,2,10,7,NA,NA,NA,NA
TPA_13108,1731,NA,5_Tpa_b3v08_scaf004007,29632,-0.00859609373131968,A,A,0,0,3,5,3,3,1,8,1,334,480,51,7,3,2,11,2,3,2,0,0,5,12,7,NA,NA,NA,NA
TPA_13109,263,NA,5_Tpa_b3v08_scaf040478,4326,0.0405675321181977,A,A,3,5,4,4,3,3,85,40,32,4,19,12,2,13,9,2,16,3,7,10,21,4,11,9,NA,NA,NA,NA
TPA_13110,937,NA,5_Tpa_b3v08_scaf045212,4008,-0.0470158244449005,A,A,4,7,2,2,9,0,25,19,14,7,8,23,1,6,2,1,6,5,27,43,40,26,39,16,NA,NA,NA,NA
TPA_13111,303,NA,5_Tpa_b3v08_scaf066322,2931,0.0553579630899067,A,A,2,3,2,4,1,6,51,22,54,9,22,21,1,8,4,1,4,3,154,127,153,35,29,43,NA,NA,NA,NA
TPA_13112,380,NA,5_Tpa_b3v08_scaf037763,4519,-0.0270711196325969,A,A,7,22,9,15,21,12,98,95,99,32,59,55,14,19,16,18,14,13,172,130,181,30,81,55,NA,NA,NA,NA
TPA_13113,423,NA,5_Tpa_b3v08_scaf025231,6089,-0.0332841638355619,A,A,983,1236,1195,2228,1971,1808,6279,6917,7215,2469,4017,4094,1144,1503,1502,1382,1577,1350,1609,1622,1587,1998,2574,1936,NA,NA,NA,NA
TPA_13114,431,NA,5_Tpa_b3v08_scaf015820,9414,0.0751756178319614,A,A,7,4,3,1,1,5,4,4,1,6,14,54,6,3,5,1,0,3,411,313,322,77,103,91,NA,NA,NA,NA
TPA_13115,339,NA,5_Tpa_b3v08_scaf016210,9196,0.216257273999743,A,A,1,10,8,6,10,13,34,28,37,12,13,24,4,14,7,8,12,10,26,58,115,12,21,17,NA,NA,NA,NA
TPA_13116,274,NA,5_Tpa_b3v08_scaf043581,4111,0.24581565818063,A,A,57,107,84,90,91,114,1063,914,872,179,233,280,117,157,154,89,117,90,254,274,309,175,333,219,NA,NA,NA,NA
TPA_13117,423,NA,5_Tpa_b3v08_scaf009687,15854,0.068778020464934,A,A,2,0,0,0,0,0,27,47,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA
TPA_13118,1207,NA,5_Tpa_b3v08_scaf052019,3608,0.366995688707077,A,A,62,95,40,61,67,34,104,96,78,41,26,136,50,123,249,33,69,180,247,386,509,57,95,120,NA,NA,NA,NA
TPA_13119,490,NA,5_Tpa_b3v08_scaf012581,12279,0.148461238105845,A,A,0,0,18,0,0,48,0,0,20,0,50,73,37,0,0,66,0,0,69,14,23,2,25,11,NA,NA,NA,NA
TPA_13120,213,NA,5_Tpa_b3v08_scaf012052,12860,0.373315137309831,A,A,1,0,1,4,1,2,2,0,3,0,4,7,0,5,1,0,13,2,0,2,0,0,7,3,NA,NA,NA,NA
TPA_13121,282,NA,5_Tpa_b3v08_scaf022177,6829,0.0364187773949134,A,A,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA
TPA_13122,426,NA,5_Tpa_b3v08_scaf096136,1986,0.0700576171192802,A,A,5,12,13,14,17,14,33,21,42,28,12,13,4,12,16,3,19,12,11,16,35,30,31,30,NA,NA,NA,NA
TPA_13123,372,NA,5_Tpa_b3v08_scaf085848,2259,-0.248442107506205,A,A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,3,NA,NA,NA,NA
TPA_13124,512,NA,5_Tpa_b3v08_scaf024558,6235,-0.021651323003347,A,A,1,2,0,1,0,3,16,3,3,4,5,11,0,3,1,2,1,1,9,38,57,20,19,14,NA,NA,NA,NA
TPA_13125,732,NA,5_Tpa_b3v08_scaf024970,6143,0.241605783321125,A,A,9,16,7,11,11,8,81,46,45,18,31,30,12,22,16,7,23,15,61,72,70,16,48,46,NA,NA,NA,NA
TPA_13126,924,NA,5_Tpa_b3v08_scaf073510,2657,-0.0930925952291906,A,A,3,3,6,3,0,6,0,1,0,2,9,9,8,6,1,4,2,1,0,0,0,2,4,4,NA,NA,NA,NA
TPA_13127,252,NA,5_Tpa_b3v08_scaf019426,7689,0.157588878266852,A,A,2,0,0,0,0,1,5,4,5,4,2,11,0,1,2,0,0,0,36,42,95,9,13,16,NA,NA,NA,NA
TPA_13128,813,NA,5_Tpa_b3v08_scaf034759,4762,-0.271018868204777,A,A,9,10,12,15,5,3,32,2,10,20,36,45,5,15,7,1,4,3,25,112,155,33,53,104,NA,NA,NA,NA
TPA_13129,227,NA,5_Tpa_b3v08_scaf094552,2025,-0.146165922740101,A,A,4,7,11,9,9,11,34,36,29,10,32,29,15,8,11,10,12,12,40,42,38,23,43,27,NA,NA,NA,NA
TPA_13130,517,NA,5_Tpa_b3v08_scaf145385,1122,-0.263448085054318,A,A,69,124,92,175,255,219,37,19,15,46,152,270,152,188,172,164,186,145,25,63,47,150,284,277,NA,NA,NA,NA
TPA_13131,507,NA,5_Tpa_b3v08_scaf006758,21132,0.161935580186689,A,A,2,1,0,1,0,2,7,4,4,3,2,10,2,4,0,1,3,1,3,10,9,1,4,11,NA,NA,NA,NA
TPA_13132,1198,NA,5_Tpa_b3v08_scaf013101,11699,0.144311442012466,A,A,62,84,141,128,188,88,0,0,1,71,120,113,282,259,275,100,99,110,5,0,3,134,137,257,NA,NA,NA,NA
TPA_13133,352,NA,5_Tpa_b3v08_scaf035214,4723,-0.0220033698575058,A,A,40,171,140,6,9,21,135,57,138,323,813,1018,45,238,168,14,28,23,106,147,120,232,539,307,NA,NA,NA,NA
TPA_13134,332,NA,5_Tpa_b3v08_scaf001359,49534,0.155564136413386,A,A,21,44,28,33,56,26,74,99,73,65,58,64,31,43,39,29,36,24,60,86,62,51,76,95,NA,NA,NA,NA
TPA_13135,390,NA,5_Tpa_b3v08_scaf072667,2688,-0.0181100920468291,A,A,3,0,0,1,1,0,9,8,5,5,5,4,1,1,1,1,0,0,9,25,58,3,10,7,NA,NA,NA,NA
TPA_13136,322,NA,5_Tpa_b3v08_scaf097525,1952,-0.0710619326319966,A,A,3,3,0,4,2,2,8,6,3,24,16,24,1,2,4,0,3,5,0,1,2,10,6,25,NA,NA,NA,NA
TPA_13137,1249,NA,5_Tpa_b3v08_scaf070633,2764,-0.0972753961688703,A,A,62,46,95,205,138,229,1,1,0,42,91,95,81,137,84,163,220,176,3,3,0,88,125,104,NA,NA,NA,NA
TPA_13138,288,NA,5_Tpa_b3v08_scaf071778,2720,0.146954595101448,A,A,3,5,2,0,2,0,10,9,18,15,10,9,3,2,2,1,1,2,8,13,31,3,16,8,NA,NA,NA,NA
TPA_13139,305,NA,5_Tpa_b3v08_scaf056395,3387,0.247082839571635,A,A,5,9,6,8,5,6,15,19,23,14,13,14,12,10,13,8,2,4,31,25,31,20,10,7,NA,NA,NA,NA
TPA_13140,262,NA,5_Tpa_b3v08_scaf067213,2896,-0.0794038262569881,A,A,3,3,0,5,7,3,2,3,2,1,1,16,0,0,2,1,2,0,260,152,382,24,14,32,NA,NA,NA,NA
TPA_13141,280,NA,5_Tpa_b3v08_scaf063435,3056,0.0103434622325073,A,A,0,3,0,0,1,0,8,8,10,1,5,12,0,1,2,0,0,0,15,2,2,5,9,2,NA,NA,NA,NA
TPA_13142,341,NA,5_Tpa_b3v08_scaf050685,3682,0.224208247936518,A,A,43,42,54,48,89,62,63,108,91,28,57,75,56,40,66,67,35,38,211,136,140,76,66,75,NA,NA,NA,NA
TPA_13143,258,NA,5_Tpa_b3v08_scaf046343,3937,0.116857315236335,A,A,16,14,21,19,16,21,159,94,149,34,33,66,20,41,19,21,23,22,82,139,162,39,131,64,NA,NA,NA,NA
TPA_13144,401,NA,5_Tpa_b3v08_scaf087045,2225,-0.227734904475499,A,A,18,25,37,25,29,46,74,74,145,50,52,77,16,30,50,24,23,46,231,184,222,83,95,103,NA,NA,NA,NA
TPA_13145,8054,HOG_23068,5_Tpa_b3v08_scaf010683,14565,0.148286815426774,A,A,133,186,123,190,266,213,571,507,547,255,160,316,142,197,213,89,158,171,279,337,396,234,355,269,NA,NA,NA,NA
TPA_13146,595,NA,5_Tpa_b3v08_scaf058941,3260,0.136573627676531,A,A,6,4,12,10,13,6,52,36,43,24,13,29,11,22,15,13,13,12,32,36,68,9,34,32,NA,NA,NA,NA
TPA_13147,271,NA,5_Tpa_b3v08_scaf009674,15875,-0.986096531467632,X,A,1,4,2,6,10,9,19,26,21,10,6,7,4,5,5,7,6,12,1,0,1,4,2,2,NA,NA,NA,NA
TPA_13148,316,NA,5_Tpa_b3v08_scaf026250,5882,-0.807717213398224,X,X,15,29,10,14,10,10,77,86,99,41,73,35,8,15,18,4,8,15,8,7,13,15,18,22,NA,NA,NA,NA
TPA_13149,389,NA,5_Tpa_b3v08_scaf017889,8322,0.140420039569282,A,A,11,34,10,20,49,14,25,94,2,13,5,17,3,7,3,6,14,8,27,11,19,18,12,22,NA,NA,NA,NA
TPA_13150,383,NA,5_Tpa_b3v08_scaf026816,5769,-0.00182636951827743,A,A,3,2,2,0,2,3,7,11,21,17,34,25,1,11,4,0,4,1,6,18,19,4,17,14,NA,NA,NA,NA
TPA_13151,279,NA,5_Tpa_b3v08_scaf043003,4149,-0.121185830666594,A,A,2,1,1,0,0,0,1,0,0,0,0,1,0,1,3,0,0,0,1,4,3,1,1,3,NA,NA,NA,NA
TPA_13152,426,NA,5_Tpa_b3v08_scaf080182,2432,-0.302293274428427,A,A,29,180,62,8,11,3,79,35,63,324,335,274,27,93,74,10,7,5,30,111,114,271,241,242,NA,NA,NA,NA
TPA_13153,350,NA,5_Tpa_b3v08_scaf015953,9334,0.300086354465058,A,A,3,3,2,1,5,3,5,4,4,9,12,13,2,4,2,0,1,1,33,44,53,11,16,14,NA,NA,NA,NA
TPA_13154,307,NA,5_Tpa_b3v08_scaf039108,4421,-0.113724081057253,A,A,14,2,2,25,4,1,66,4,8,14,20,23,1,10,6,2,4,3,3,23,9,18,25,41,NA,NA,NA,NA
TPA_13155,807,NA,5_Tpa_b3v08_scaf009586,16020,0.118492345375719,A,A,1,1,2,1,0,1,17,14,32,11,17,4,1,1,1,0,1,0,3,14,3,8,11,15,NA,NA,NA,NA
TPA_13156,564,NA,5_Tpa_b3v08_scaf085035,2283,-0.155211661435813,A,A,44,58,71,61,63,87,506,457,653,168,171,176,111,82,80,76,67,55,179,195,179,118,203,117,NA,NA,NA,NA
TPA_13157,1335,NA,5_Tpa_b3v08_scaf057379,3337,0.0953908826376251,A,A,0,0,1,0,2,2,1,2,0,0,0,17,2,0,0,3,0,1,246,426,1265,81,50,154,NA,NA,NA,NA
TPA_13158,358,NA,5_Tpa_b3v08_scaf016023,9297,0.14716331728726,A,A,0,0,1,0,0,1,0,0,0,0,0,23,0,0,0,1,0,0,218,248,378,37,43,62,NA,NA,NA,NA
TPA_13159,389,HOG_24058,5_Tpa_b3v08_scaf065013,2988,0.0903118993166817,A,A,12,31,31,26,28,33,99,98,152,37,49,46,34,47,32,20,42,28,51,49,83,36,61,67,NA,NA,NA,NA
TPA_13160,609,NA,5_Tpa_b3v08_scaf025572,6018,0.0394694091967013,A,A,4,10,7,5,6,4,14,12,33,19,16,21,3,11,8,1,9,3,8,23,41,28,34,10,NA,NA,NA,NA
TPA_13161,251,NA,5_Tpa_b3v08_scaf012037,12872,0.124245339340626,A,A,1,0,0,1,0,0,4,0,3,0,4,3,1,0,0,0,0,0,5,3,13,1,1,6,NA,NA,NA,NA
TPA_13162,290,NA,5_Tpa_b3v08_scaf142951,1154,-0.122926093967546,A,A,0,1,1,10,5,4,0,0,0,2,5,3,1,2,5,0,1,2,2,8,4,15,10,6,NA,NA,NA,NA
TPA_13163,1169,NA,5_Tpa_b3v08_scaf116931,1557,-0.541472469508976,X,A,1,0,0,0,3,25,1,0,1,1,2,2418,3,0,6,3,2,0,6913,18484,8300,818,3924,4895,NA,NA,NA,NA
TPA_13164,1215,NA,5_Tpa_b3v08_scaf008659,17497,-0.0103944423141385,A,A,1,8,8,7,9,16,5,4,6,5,11,21,11,5,5,15,6,9,31,20,14,13,19,18,NA,NA,NA,NA
TPA_13165,912,NA,5_Tpa_b3v08_scaf023312,6533,0.0939590190643345,A,A,51,73,113,66,91,162,44,12,23,28,59,75,81,113,110,118,83,90,40,59,40,96,78,157,NA,NA,NA,NA
TPA_13166,266,NA,5_Tpa_b3v08_scaf022228,6813,0.29260674729864,A,A,0,0,2,1,1,0,2,1,4,2,1,3,1,0,1,0,2,0,4,3,2,6,6,2,NA,NA,NA,NA
TPA_13167,517,NA,5_Tpa_b3v08_scaf099679,1903,-0.40990430223767,A,A,1,2,2,0,1,2,12,8,19,7,3,9,0,1,2,0,0,0,8,37,42,5,9,6,NA,NA,NA,NA
TPA_13168,408,NA,5_Tpa_b3v08_scaf055689,3422,-0.211591613255197,A,A,7,2,3,7,7,14,13,30,23,11,26,22,6,9,9,0,5,10,13,18,17,9,28,20,NA,NA,NA,NA
TPA_13169,402,NA,5_Tpa_b3v08_scaf066291,2933,-0.288369530678507,A,A,9,37,24,31,20,16,77,74,94,35,118,107,27,28,27,21,36,21,161,198,172,66,93,105,NA,NA,NA,NA
TPA_13170,512,NA,5_Tpa_b3v08_scaf003959,29818,0.243288702811407,A,A,4,5,2,4,7,7,13,28,34,4,17,20,3,0,2,3,5,12,119,105,81,25,31,47,lg8,19408879,NO,lg8
TPA_13171,606,NA,5_Tpa_b3v08_scaf051122,3660,0.107920331983001,A,A,3,2,2,1,1,1,42,18,57,7,9,12,0,3,0,2,2,0,102,98,174,18,25,23,NA,NA,NA,NA
TPA_13172,508,NA,5_Tpa_b3v08_scaf077550,2518,0.152664194221866,A,A,171,200,293,438,400,532,835,625,1007,332,691,578,337,342,445,409,335,496,355,382,339,408,653,522,NA,NA,NA,NA
TPA_13173,256,NA,5_Tpa_b3v08_scaf017899,8317,0.217450938403318,A,A,1,6,3,7,14,6,23,19,33,3,16,27,6,7,4,4,12,4,21,20,25,10,19,15,NA,NA,NA,NA
TPA_13174,341,NA,5_Tpa_b3v08_scaf096533,1977,-0.223180171981807,A,A,0,0,0,1,0,0,0,0,0,34,9,15,0,2,0,0,0,1,0,8,11,1,20,2,NA,NA,NA,NA
TPA_13175,243,NA,5_Tpa_b3v08_scaf037199,4562,-0.0277465202814306,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
TPA_13176,245,NA,5_Tpa_b3v08_scaf021953,6886,-0.0631596048964564,A,A,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,94,133,93,3,16,35,NA,NA,NA,NA
TPA_13177,1319,NA,5_Tpa_b3v08_scaf062529,3095,-0.0384087991505876,A,A,50,614,474,41,612,474,438,580,373,368,1322,789,516,482,292,1120,655,421,8,21,17,1399,245,475,NA,NA,NA,NA
TPA_13178,385,HOG_21512,5_Tpa_b3v08_scaf132849,1300,-0.437018208127408,A,A,0,1,0,2,0,1,24,15,31,10,7,11,2,0,2,0,1,2,12,8,2,1,10,5,NA,NA,NA,NA
TPA_13179,1246,NA,5_Tpa_b3v08_scaf059214,3247,0.125240139471135,A,A,10,11,4,22,14,12,67,76,85,16,31,22,11,15,9,9,19,7,133,192,92,7,38,22,NA,NA,NA,NA
TPA_13180,362,NA,5_Tpa_b3v08_scaf068847,2831,-0.754717484351097,X,X,2,1,2,3,3,0,2,1,0,6,3,3,1,0,0,0,1,0,3,3,8,1,1,4,NA,NA,NA,NA
TPA_13181,417,NA,5_Tpa_b3v08_scaf033688,4850,0.373359235349249,A,A,2,1,0,1,1,2,21,17,27,15,13,5,0,4,3,1,2,1,2,0,2,4,7,14,NA,NA,NA,NA
TPA_13182,290,NA,5_Tpa_b3v08_scaf010857,14343,-0.795681701528536,X,X,5,9,6,13,13,10,10,24,11,11,16,30,12,19,10,9,13,8,1,9,8,9,19,22,NA,NA,NA,NA
TPA_13183,415,HOG_1769,5_Tpa_b3v08_scaf037899,4509,0.274217967101406,A,A,1,2,1,9,3,1,29,42,34,11,23,18,3,11,4,4,5,2,29,29,57,14,13,16,NA,NA,NA,NA
TPA_13184,355,NA,5_Tpa_b3v08_scaf055542,3428,0.38451748115561,A,A,11,16,8,22,17,18,62,38,33,36,26,48,16,30,23,18,27,16,16,39,12,49,37,51,NA,NA,NA,NA
TPA_13185,263,NA,5_Tpa_b3v08_scaf126537,1398,0.162236131368329,A,A,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,22,6,31,3,2,6,NA,NA,NA,NA
TPA_13186,536,NA,5_Tpa_b3v08_scaf024395,6271,0.139936060011841,A,A,30,21,39,56,51,68,100,102,132,45,99,96,56,44,64,72,48,57,41,59,52,62,117,58,NA,NA,NA,NA
TPA_13187,424,NA,5_Tpa_b3v08_scaf086563,2239,0.258275307231773,A,A,4,2,4,0,0,1,0,0,0,0,4,4,4,4,5,0,0,2,8,26,12,2,6,17,NA,NA,NA,NA
TPA_13188,428,NA,5_Tpa_b3v08_scaf044195,4072,0.165421077496948,A,A,2,1,3,2,4,6,4,15,26,3,20,19,2,6,2,4,2,4,46,20,66,2,23,13,NA,NA,NA,NA
TPA_13189,450,NA,5_Tpa_b3v08_scaf024768,6190,0.163450848848036,A,A,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,55,9,17,7,0,0,NA,NA,NA,NA
TPA_13190,1420,HOG_9447,5_Tpa_b3v08_scaf025213,6093,0.14629220385877,A,A,72,104,118,105,123,130,889,873,970,188,233,207,91,96,107,70,73,79,110,93,212,114,172,210,NA,NA,NA,NA
TPA_13191,470,NA,5_Tpa_b3v08_scaf057851,3314,-0.0881813316156305,A,A,29,18,18,24,58,28,111,263,68,68,47,75,11,44,26,11,74,35,27,54,35,80,91,114,NA,NA,NA,NA
TPA_13192,255,NA,5_Tpa_b3v08_scaf076285,2562,-0.22940527961092,A,A,2,4,2,5,13,18,48,36,109,37,52,57,31,21,41,70,24,48,10,13,5,57,96,39,NA,NA,NA,NA
TPA_13193,417,HOG_4529,5_Tpa_b3v08_scaf040395,4331,-0.0240398755038699,A,A,9,24,13,17,33,9,70,101,44,19,19,31,6,21,10,7,18,12,59,89,59,27,34,23,NA,NA,NA,NA
