HOG_23995	TPS_13982	TCM_10890	TCE_12138	TBI_11529	TPA_13879
HOG_22804	TPS_01792	TCM_04688	TCE_07490	TBI_07747	TPA_13520
HOG_22809	TPS_06090	TCM_03273	TCE_05048	TBI_04644	TPA_05308
HOG_17750	TPS_04501	TCM_02510	TCE_04121	TBI_11519	TPA_06362
HOG_21667	TPS_15561	TCM_09464	TCE_10183	TBI_09147	TPA_16240
HOG_20641	TPS_02092	TCM_02480	TCE_07577	TBI_02830	TPA_08947
HOG_17437	TPS_02714	TCM_05095	TCE_05477	TBI_05724	TPA_04360
HOG_9625	TPS_08327	TCM_00943	TCE_04975	TBI_09105	TPA_07416
HOG_20642	TPS_06489	TCM_07408	TCE_08179	TBI_10428	TPA_05258
HOG_16936	TPS_01496	TCM_02247	TCE_01609	TBI_01324	TPA_00288
HOG_22715	TPS_00005	TCM_06314	TCE_00184	TBI_00213	TPA_02260
HOG_21739	TPS_04049	TCM_09393	TCE_13072	TBI_10903	TPA_14472
HOG_21733	TPS_00176	TCM_00576	TCE_00794	TBI_00357	TPA_16011
HOG_16251	TPS_04555	TCM_12017	TCE_06258	TBI_09838	TPA_16383
HOG_7216	TPS_09907	TCM_11568	TCE_06654	TBI_01354	TPA_06310
HOG_21735	TPS_04998	TCM_02686	TCE_05658	TBI_11050	TPA_06470
HOG_6215	TPS_02996	TCM_05769	TCE_05870	TBI_02219	TPA_16127
HOG_19970	TPS_14905	TCM_05041	TCE_09175	TBI_09608	TPA_10104
HOG_2698	TPS_04047	TCM_04952	TCE_06665	TBI_11458	TPA_14603
HOG_14650	TPS_00029	TCM_00398	TCE_00244	TBI_03021	TPA_00355
HOG_16255	TPS_13490	TCM_10194	TCE_04798	TBI_07082	TPA_01534
HOG_14872	TPS_08232	TCM_05354	TCE_09692	TBI_08909	TPA_06958
HOG_6815	TPS_14094	TCM_13652	TCE_04578	TBI_02318	TPA_07042
HOG_9757	TPS_02834	TCM_07808	TCE_03007	TBI_05849	TPA_03619
HOG_20399	TPS_05814	TCM_05086	TCE_12624	TBI_04055	TPA_10133
HOG_10578	TPS_06502	TCM_04799	TCE_13534	TBI_11328	TPA_09138
HOG_1971	TPS_06822	TCM_08667	TCE_08406	TBI_07095	TPA_06118
HOG_20393	TPS_08695	TCM_07458	TCE_02256	TBI_05565	TPA_15623
HOG_20460	TPS_00458	TCM_00772	TCE_02026	TBI_01088	TPA_15479
HOG_20397	TPS_06207	TCM_10686	TCE_02169	TBI_09687	TPA_03029
HOG_4554	TPS_01179	TCM_02925	TCE_04337	TBI_02695	TPA_03148
HOG_20395	TPS_05169	TCM_11104	TCE_09109	TBI_02296	TPA_08563
HOG_21426	TPS_00115	TCM_03075	TCE_06081	TBI_07799	TPA_02974
HOG_13065	TPS_04705	TCM_06656	TCE_06679	TBI_04489	TPA_04020
HOG_3671	TPS_02097	TCM_09553	TCE_03786	TBI_02506	TPA_05703
HOG_3236	TPS_01825	TCM_03914	TCE_03080	TBI_04453	TPA_13439
HOG_3237	TPS_12067	TCM_13343	TCE_11114	TBI_07606	TPA_01825
HOG_1964	TPS_02984	TCM_05294	TCE_06967	TBI_04289	TPA_11201
HOG_4552	TPS_05800	TCM_09359	TCE_09194	TBI_13897	TPA_15138
HOG_18939	TPS_09788	TCM_04328	TCE_09246	TBI_00333	TPA_00143
HOG_21428	TPS_15528	TCM_14438	TCE_01472	TBI_03037	TPA_02631
HOG_21429	TPS_04850	TCM_05877	TCE_13850	TBI_08509	TPA_16418
HOG_18444	TPS_15437	TCM_06209	TCE_01624	TBI_01133	TPA_14895
HOG_18445	TPS_14463	TCM_13561	TCE_05788	TBI_09234	TPA_07151
HOG_18446	TPS_09525	TCM_12259	TCE_04221	TBI_05426	TPA_11808
HOG_18441	TPS_02282	TCM_04581	TCE_06067	TBI_09871	TPA_03372
HOG_13730	TPS_12223	TCM_07971	TCE_00271	TBI_09485	TPA_03643
HOG_19875	TPS_01585	TCM_05995	TCE_04110	TBI_03960	TPA_13935
HOG_18171	TPS_00416	TCM_02419	TCE_00855	TBI_01010	TPA_03776
HOG_18718	TPS_05484	TCM_01787	TCE_07462	TBI_09515	TPA_08470
HOG_2874	TPS_00318	TCM_00179	TCE_07191	TBI_02038	TPA_03618
HOG_18714	TPS_04544	TCM_14460	TCE_13835	TBI_09561	TPA_16228
HOG_18716	TPS_02859	TCM_07143	TCE_06919	TBI_06695	TPA_08905
HOG_18712	TPS_00787	TCM_03297	TCE_07661	TBI_01029	TPA_04338
HOG_7669	TPS_06342	TCM_05358	TCE_04733	TBI_01719	TPA_00523
HOG_20266	TPS_00851	TCM_00369	TCE_07631	TBI_02394	TPA_00302
HOG_3357	TPS_03515	TCM_08400	TCE_06432	TBI_05969	TPA_08774
HOG_17836	TPS_01373	TCM_01731	TCE_00420	TBI_00010	TPA_08452
HOG_2546	TPS_14227	TCM_02784	TCE_04380	TBI_12620	TPA_03418
HOG_20065	TPS_04219	TCM_03049	TCE_02957	TBI_04722	TPA_07706
HOG_19839	TPS_13651	TCM_11785	TCE_10197	TBI_11531	TPA_11644
HOG_20063	TPS_08832	TCM_05072	TCE_02042	TBI_03823	TPA_02792
HOG_20062	TPS_05334	TCM_01501	TCE_06018	TBI_03399	TPA_14806
HOG_22549	TPS_01370	TCM_00285	TCE_00020	TBI_00084	TPA_03930
HOG_20068	TPS_00495	TCM_02566	TCE_10915	TBI_03345	TPA_16212
HOG_18620	TPS_05101	TCM_06664	TCE_03990	TBI_07780	TPA_06207
HOG_1769	TPS_10877	TCM_08886	TCE_11484	TBI_07810	TPA_13183
HOG_18625	TPS_03415	TCM_04520	TCE_07460	TBI_06300	TPA_12929
HOG_18628	TPS_00989	TCM_00550	TCE_00059	TBI_01211	TPA_00673
HOG_17130	TPS_04485	TCM_08911	TCE_00778	TBI_06367	TPA_03512
HOG_1765	TPS_05053	TCM_04371	TCE_05480	TBI_11188	TPA_09619
HOG_1142	TPS_05138	TCM_08230	TCE_05968	TBI_00507	TPA_03444
HOG_6962	TPS_15155	TCM_01512	TCE_02100	TBI_02054	TPA_02039
HOG_1147	TPS_06471	TCM_10291	TCE_09258	TBI_10104	TPA_11495
HOG_1789	TPS_07805	TCM_02872	TCE_12049	TBI_05027	TPA_08299
HOG_17469	TPS_11079	TCM_12056	TCE_02673	TBI_06755	TPA_03784
HOG_1148	TPS_15503	TCM_09565	TCE_06289	TBI_14033	TPA_01442
HOG_23040	TPS_00015	TCM_00341	TCE_00563	TBI_00091	TPA_02313
HOG_18158	TPS_00371	TCM_00849	TCE_01834	TBI_00047	TPA_00584
HOG_17380	TPS_10426	TCM_05631	TCE_09678	TBI_12931	TPA_06049
HOG_5509	TPS_00645	TCM_02467	TCE_01274	TBI_01108	TPA_13304
HOG_336	TPS_00299	TCM_00974	TCE_03915	TBI_01096	TPA_00094
HOG_18150	TPS_04274	TCM_06713	TCE_07852	TBI_07700	TPA_10927
HOG_18157	TPS_02014	TCM_00534	TCE_02862	TBI_12522	TPA_08743
HOG_5500	TPS_13990	TCM_08330	TCE_01177	TBI_09633	TPA_04286
HOG_18155	TPS_04190	TCM_10363	TCE_08503	TBI_08145	TPA_03015
HOG_1545	TPS_04211	TCM_03430	TCE_03855	TBI_08810	TPA_16111
HOG_696	TPS_03443	TCM_10905	TCE_11457	TBI_11539	TPA_05635
HOG_694	TPS_05189	TCM_01244	TCE_03617	TBI_01968	TPA_02358
HOG_14473	TPS_07066	TCM_02917	TCE_03472	TBI_06110	TPA_08547
HOG_1548	TPS_11629	TCM_04084	TCE_10560	TBI_02347	TPA_01850
HOG_1549	TPS_15100	TCM_11206	TCE_10457	TBI_12529	TPA_10170
HOG_19574	TPS_10405	TCM_06211	TCE_08895	TBI_02850	TPA_15392
HOG_8716	TPS_00192	TCM_01280	TCE_01720	TBI_00653	TPA_00063
HOG_18091	TPS_01311	TCM_06599	TCE_02155	TBI_10116	TPA_15917
HOG_7195	TPS_07053	TCM_07754	TCE_05923	TBI_07433	TPA_07479
HOG_13841	TPS_05271	TCM_09391	TCE_02996	TBI_02479	TPA_08054
HOG_23606	TPS_02052	TCM_05645	TCE_06702	TBI_04516	TPA_01473
HOG_18762	TPS_03165	TCM_00989	TCE_03060	TBI_10648	TPA_01434
HOG_23693	TPS_08302	TCM_07475	TCE_09155	TBI_12034	TPA_00395
HOG_19035	TPS_11436	TCM_10575	TCE_06512	TBI_08441	TPA_07528
HOG_16389	TPS_03109	TCM_02723	TCE_05169	TBI_07054	TPA_05233
HOG_9989	TPS_13583	TCM_04221	TCE_06931	TBI_06045	TPA_04080
HOG_15294	TPS_05686	TCM_06507	TCE_04669	TBI_06464	TPA_00607
HOG_23890	TPS_07773	TCM_07804	TCE_01794	TBI_03535	TPA_03190
HOG_8024	TPS_00750	TCM_03707	TCE_09964	TBI_01493	TPA_07247
HOG_19107	TPS_07812	TCM_07792	TCE_11427	TBI_11827	TPA_04345
HOG_5618	TPS_08959	TCM_09288	TCE_00636	TBI_03318	TPA_12824
HOG_2261	TPS_02604	TCM_05306	TCE_05042	TBI_06901	TPA_12239
HOG_6569	TPS_01321	TCM_02957	TCE_02159	TBI_02837	TPA_00885
HOG_6568	TPS_03558	TCM_08659	TCE_04916	TBI_06226	TPA_03112
HOG_5614	TPS_04546	TCM_12918	TCE_12040	TBI_09562	TPA_08541
HOG_414	TPS_14479	TCM_11075	TCE_07893	TBI_13676	TPA_14848
HOG_7680	TPS_11345	TCM_03271	TCE_11858	TBI_04926	TPA_01629
HOG_1387	TPS_04137	TCM_06146	TCE_03002	TBI_04015	TPA_06004
HOG_23284	TPS_12263	TCM_04525	TCE_11631	TBI_01711	TPA_12000
HOG_23286	TPS_01924	TCM_04795	TCE_02715	TBI_04381	TPA_08543
HOG_3825	TPS_00114	TCM_03079	TCE_01235	TBI_08761	TPA_02673
HOG_23465	TPS_11375	TCM_10608	TCE_02174	TBI_06889	TPA_04276
HOG_23469	TPS_04976	TCM_03390	TCE_03344	TBI_08621	TPA_03130
HOG_22648	TPS_06080	TCM_07820	TCE_00542	TBI_07836	TPA_16086
HOG_8442	TPS_01036	TCM_01135	TCE_01470	TBI_04346	TPA_07182
HOG_23261	TPS_07501	TCM_06885	TCE_02370	TBI_04031	TPA_05138
HOG_22391	TPS_07826	TCM_05356	TCE_04446	TBI_11465	TPA_10039
HOG_22390	TPS_00408	TCM_00981	TCE_03630	TBI_01381	TPA_00617
HOG_22641	TPS_03872	TCM_05474	TCE_01380	TBI_02069	TPA_01743
HOG_22397	TPS_07885	TCM_08769	TCE_04748	TBI_03865	TPA_02809
HOG_13996	TPS_05447	TCM_09403	TCE_10329	TBI_11429	TPA_13205
HOG_20628	TPS_15339	TCM_14473	TCE_01005	TBI_03783	TPA_16291
HOG_16894	TPS_04194	TCM_04887	TCE_11684	TBI_07280	TPA_14592
HOG_19173	TPS_04634	TCM_06270	TCE_01038	TBI_07670	TPA_05881
HOG_22245	TPS_02044	TCM_01354	TCE_06158	TBI_04639	TPA_04017
HOG_22244	TPS_15346	TCM_13973	TCE_02510	TBI_03612	TPA_15691
HOG_19175	TPS_10754	TCM_09909	TCE_06558	TBI_04519	TPA_09029
HOG_19174	TPS_14136	TCM_07936	TCE_04476	TBI_08519	TPA_05910
HOG_19609	TPS_02865	TCM_02078	TCE_02435	TBI_05432	TPA_05024
HOG_9159	TPS_00949	TCM_01302	TCE_00926	TBI_00458	TPA_04748
HOG_16127	TPS_02555	TCM_05349	TCE_08255	TBI_04677	TPA_05226
HOG_16126	TPS_11300	TCM_12105	TCE_11918	TBI_13023	TPA_09712
HOG_16653	TPS_14494	TCM_05396	TCE_05211	TBI_00397	TPA_05509
HOG_16120	TPS_07974	TCM_04311	TCE_11056	TBI_08793	TPA_04736
HOG_384	TPS_05007	TCM_02482	TCE_13831	TBI_08863	TPA_16436
HOG_389	TPS_08871	TCM_09263	TCE_04661	TBI_05188	TPA_03023
HOG_19281	TPS_01439	TCM_07028	TCE_01604	TBI_01318	TPA_00984
HOG_19280	TPS_04653	TCM_00937	TCE_08202	TBI_08833	TPA_12757
HOG_19282	TPS_05642	TCM_07070	TCE_07987	TBI_09662	TPA_06065
HOG_23866	TPS_15409	TCM_14411	TCE_13830	TBI_14049	TPA_06669
HOG_4753	TPS_02479	TCM_01058	TCE_13778	TBI_10023	TPA_16408
HOG_19098	TPS_05708	TCM_01529	TCE_02459	TBI_00835	TPA_09606
HOG_4755	TPS_04680	TCM_09376	TCE_07498	TBI_06614	TPA_16167
HOG_23862	TPS_08785	TCM_09558	TCE_11892	TBI_06633	TPA_09456
HOG_5873	TPS_15384	TCM_05439	TCE_10880	TBI_12600	TPA_03974
HOG_19773	TPS_02628	TCM_05151	TCE_06362	TBI_06527	TPA_01375
HOG_9967	TPS_11975	TCM_07594	TCE_02564	TBI_07608	TPA_09453
HOG_19775	TPS_10630	TCM_05644	TCE_06703	TBI_04518	TPA_04438
HOG_19777	TPS_01449	TCM_02269	TCE_02114	TBI_03623	TPA_08870
HOG_16016	TPS_06161	TCM_04575	TCE_05011	TBI_00715	TPA_00384
HOG_3759	TPS_01898	TCM_01371	TCE_02602	TBI_04169	TPA_01368
HOG_17636	TPS_06485	TCM_06585	TCE_08692	TBI_08885	TPA_08796
HOG_17637	TPS_05197	TCM_01485	TCE_00329	TBI_06449	TPA_11043
HOG_17634	TPS_03400	TCM_03479	TCE_09285	TBI_12013	TPA_08728
HOG_21127	TPS_09527	TCM_11262	TCE_05302	TBI_09922	TPA_01942
HOG_21126	TPS_00573	TCM_01070	TCE_00886	TBI_04326	TPA_02980
HOG_17639	TPS_00782	TCM_02610	TCE_09032	TBI_03122	TPA_06612
HOG_21122	TPS_06764	TCM_00757	TCE_01666	TBI_00309	TPA_08481
HOG_2190	TPS_05446	TCM_08405	TCE_01520	TBI_00194	TPA_01467
HOG_19918	TPS_14163	TCM_01337	TCE_02997	TBI_04012	TPA_05904
HOG_22731	TPS_04278	TCM_06406	TCE_07093	TBI_10301	TPA_10470
HOG_19080	TPS_04620	TCM_00879	TCE_03285	TBI_06076	TPA_02237
HOG_2194	TPS_05332	TCM_01498	TCE_06020	TBI_03555	TPA_16453
HOG_22736	TPS_12417	TCM_12171	TCE_12984	TBI_13293	TPA_06549
HOG_22734	TPS_08047	TCM_06756	TCE_00555	TBI_02807	TPA_12705
HOG_16231	TPS_04166	TCM_04830	TCE_03884	TBI_03970	TPA_06601
HOG_16721	TPS_06388	TCM_03621	TCE_09221	TBI_08293	TPA_02730
HOG_16232	TPS_07083	TCM_08135	TCE_08087	TBI_04698	TPA_13446
HOG_16235	TPS_03061	TCM_04937	TCE_07983	TBI_07729	TPA_00238
HOG_16234	TPS_15134	TCM_01388	TCE_00408	TBI_00271	TPA_16288
HOG_19917	TPS_07157	TCM_01148	TCE_02473	TBI_01045	TPA_08689
HOG_2201	TPS_04460	TCM_01127	TCE_08110	TBI_00024	TPA_00913
HOG_9480	TPS_09743	TCM_00290	TCE_00484	TBI_10656	TPA_05641
HOG_2204	TPS_04556	TCM_04381	TCE_01097	TBI_08746	TPA_14823
HOG_16509	TPS_07215	TCM_08414	TCE_00546	TBI_06290	TPA_02297
HOG_11747	TPS_10081	TCM_10757	TCE_08354	TBI_08477	TPA_07930
HOG_12034	TPS_02608	TCM_03429	TCE_01978	TBI_02707	TPA_02837
HOG_19735	TPS_10642	TCM_12515	TCE_10363	TBI_06237	TPA_13261
HOG_19598	TPS_08585	TCM_08350	TCE_04791	TBI_08337	TPA_08616
HOG_16929	TPS_06995	TCM_09910	TCE_02744	TBI_06786	TPA_07024
HOG_19596	TPS_08145	TCM_09157	TCE_07430	TBI_11832	TPA_05828
HOG_19590	TPS_13118	TCM_05665	TCE_03538	TBI_01556	TPA_00525
HOG_19592	TPS_10132	TCM_03574	TCE_01858	TBI_10972	TPA_03433
HOG_2428	TPS_08994	TCM_07883	TCE_02654	TBI_02720	TPA_05342
HOG_2429	TPS_04170	TCM_07886	TCE_05701	TBI_04851	TPA_07366
HOG_21388	TPS_08700	TCM_03033	TCE_04965	TBI_00922	TPA_01270
HOG_2420	TPS_00778	TCM_02614	TCE_09309	TBI_03126	TPA_13569
HOG_20899	TPS_01445	TCM_00348	TCE_01634	TBI_11588	TPA_15454
HOG_20728	TPS_04268	TCM_06305	TCE_04456	TBI_06199	TPA_08104
HOG_21387	TPS_10268	TCM_09463	TCE_10184	TBI_09148	TPA_03669
HOG_2427	TPS_04065	TCM_01351	TCE_02523	TBI_05866	TPA_05254
HOG_16837	TPS_07365	TCM_11769	TCE_09116	TBI_09089	TPA_05911
HOG_19827	TPS_09979	TCM_01863	TCE_06393	TBI_02881	TPA_03734
HOG_19826	TPS_05137	TCM_07042	TCE_08322	TBI_10216	TPA_04283
HOG_17298	TPS_00961	TCM_01467	TCE_02552	TBI_00595	TPA_07465
HOG_7848	TPS_01521	TCM_01344	TCE_08182	TBI_01063	TPA_04714
HOG_16343	TPS_03276	TCM_01427	TCE_00269	TBI_08140	TPA_04737
HOG_21633	TPS_01547	TCM_02297	TCE_06283	TBI_01586	TPA_01117
HOG_21632	TPS_02184	TCM_06165	TCE_03337	TBI_04362	TPA_00729
HOG_17525	TPS_09417	TCM_10893	TCE_03588	TBI_04853	TPA_06214
HOG_19829	TPS_02902	TCM_05595	TCE_11029	TBI_06132	TPA_07973
HOG_17523	TPS_08077	TCM_03956	TCE_04276	TBI_02616	TPA_12379
HOG_21635	TPS_04010	TCM_02447	TCE_12531	TBI_05697	TPA_03552
HOG_17521	TPS_01014	TCM_01121	TCE_01359	TBI_01259	TPA_01373
HOG_21791	TPS_03023	TCM_06272	TCE_03047	TBI_00541	TPA_00843
HOG_4529	TPS_10720	TCM_09714	TCE_12030	TBI_06687	TPA_13193
HOG_18228	TPS_09265	TCM_10220	TCE_04278	TBI_03453	TPA_13080
HOG_3681	TPS_12852	TCM_11884	TCE_12228	TBI_12786	TPA_12692
HOG_13453	TPS_10487	TCM_11713	TCE_00558	TBI_09060	TPA_03427
HOG_4520	TPS_08009	TCM_05937	TCE_07622	TBI_06302	TPA_00445
HOG_17398	TPS_07057	TCM_02083	TCE_13588	TBI_11100	TPA_13737
HOG_2513	TPS_15428	TCM_02709	TCE_13799	TBI_02267	TPA_16367
HOG_20098	TPS_02990	TCM_09602	TCE_05281	TBI_00019	TPA_03857
HOG_22528	TPS_01859	TCM_05380	TCE_07966	TBI_08277	TPA_13318
HOG_20090	TPS_05519	TCM_06393	TCE_09742	TBI_11390	TPA_04952
HOG_2739	TPS_04512	TCM_12166	TCE_11883	TBI_04916	TPA_10037
HOG_20097	TPS_12096	TCM_09016	TCE_05818	TBI_06583	TPA_04261
HOG_3531	TPS_04676	TCM_07000	TCE_06862	TBI_08574	TPA_13660
HOG_22526	TPS_01107	TCM_01391	TCE_00407	TBI_00270	TPA_04780
HOG_9182	TPS_07406	TCM_03386	TCE_05071	TBI_10361	TPA_07439
HOG_21252	TPS_13149	TCM_01179	TCE_02088	TBI_06720	TPA_02268
HOG_5469	TPS_12830	TCM_13024	TCE_11752	TBI_11047	TPA_16248
HOG_17743	TPS_04426	TCM_05487	TCE_00432	TBI_07913	TPA_04721
HOG_22818	TPS_04058	TCM_11477	TCE_08022	TBI_04501	TPA_05444
HOG_17741	TPS_00948	TCM_01301	TCE_00927	TBI_00457	TPA_04833
HOG_10361	TPS_00254	TCM_01761	TCE_09037	TBI_02157	TPA_05058
HOG_20653	TPS_05734	TCM_10083	TCE_06729	TBI_04309	TPA_04815
HOG_21709	TPS_10656	TCM_12919	TCE_06060	TBI_07593	TPA_03324
HOG_11616	TPS_03007	TCM_08217	TCE_03961	TBI_03379	TPA_14826
HOG_1816	TPS_04779	TCM_08942	TCE_04222	TBI_07395	TPA_10003
HOG_23348	TPS_11983	TCM_09758	TCE_11696	TBI_05986	TPA_14286
HOG_23422	TPS_15386	TCM_14554	TCE_13789	TBI_04130	TPA_16163
HOG_675	TPS_05984	TCM_02286	TCE_04549	TBI_07328	TPA_16308
HOG_19097	TPS_07134	TCM_08281	TCE_03258	TBI_07621	TPA_03942
HOG_18893	TPS_05150	TCM_03568	TCE_10709	TBI_10093	TPA_04218
HOG_4167	TPS_01041	TCM_01047	TCE_05668	TBI_02671	TPA_02081
HOG_9416	TPS_04867	TCM_02302	TCE_06376	TBI_01301	TPA_04432
HOG_20382	TPS_05553	TCM_05977	TCE_07595	TBI_14065	TPA_08405
HOG_18541	TPS_04726	TCM_08498	TCE_05438	TBI_10114	TPA_14168
HOG_18542	TPS_04573	TCM_02705	TCE_01728	TBI_07766	TPA_09934
HOG_9768	TPS_01909	TCM_02118	TCE_03033	TBI_03493	TPA_05319
HOG_8146	TPS_13338	TCM_08837	TCE_08993	TBI_03096	TPA_08125
HOG_20476	TPS_04986	TCM_06693	TCE_00745	TBI_09930	TPA_16497
HOG_1609	TPS_08789	TCM_07707	TCE_07098	TBI_08836	TPA_16177
HOG_21412	TPS_06687	TCM_12363	TCE_11795	TBI_04651	TPA_03042
HOG_18942	TPS_03189	TCM_09638	TCE_02221	TBI_11702	TPA_03318
HOG_18945	TPS_05658	TCM_05824	TCE_07248	TBI_05481	TPA_01040
HOG_13076	TPS_12968	TCM_02489	TCE_04761	TBI_03631	TPA_06309
HOG_4328	TPS_13838	TCM_08943	TCE_08414	TBI_09098	TPA_07149
HOG_18949	TPS_10915	TCM_06376	TCE_04789	TBI_00150	TPA_01323
HOG_1600	TPS_14722	TCM_07467	TCE_09010	TBI_04801	TPA_12872
HOG_24179	TPS_08017	TCM_01013	TCE_07226	TBI_02548	TPA_12417
HOG_1605	TPS_00446	TCM_00388	TCE_02710	TBI_00855	TPA_08928
HOG_1607	TPS_12018	TCM_14389	TCE_10811	TBI_11915	TPA_09473
HOG_23429	TPS_13159	TCM_12756	TCE_06605	TBI_00113	TPA_09693
HOG_13276	TPS_03749	TCM_03024	TCE_00174	TBI_04805	TPA_01879
HOG_808	TPS_03791	TCM_14428	TCE_02508	TBI_03608	TPA_16281
HOG_18439	TPS_00194	TCM_06660	TCE_08384	TBI_02006	TPA_04030
HOG_18438	TPS_12083	TCM_11111	TCE_08882	TBI_10210	TPA_06639
HOG_800	TPS_00315	TCM_00175	TCE_00103	TBI_02040	TPA_05786
HOG_11968	TPS_02989	TCM_02764	TCE_05282	TBI_00947	TPA_07773
HOG_804	TPS_05735	TCM_02459	TCE_05134	TBI_10835	TPA_01294
HOG_15606	TPS_13588	TCM_14260	TCE_06395	TBI_07073	TPA_04800
HOG_18763	TPS_00234	TCM_11770	TCE_00168	TBI_02862	TPA_12228
HOG_2845	TPS_03414	TCM_04519	TCE_07461	TBI_06301	TPA_14751
HOG_18459	TPS_01442	TCM_00351	TCE_01632	TBI_04597	TPA_09178
HOG_18094	TPS_12464	TCM_09651	TCE_02037	TBI_09764	TPA_14983
HOG_20272	TPS_14305	TCM_13924	TCE_08326	TBI_10324	TPA_04366
HOG_20273	TPS_15088	TCM_14384	TCE_00119	TBI_03099	TPA_14880
HOG_5472	TPS_04697	TCM_04074	TCE_01730	TBI_12683	TPA_16482
HOG_5471	TPS_14448	TCM_07667	TCE_02850	TBI_02727	TPA_12971
HOG_1777	TPS_09180	TCM_06707	TCE_11150	TBI_04447	TPA_06395
HOG_5277	TPS_00601	TCM_02328	TCE_02702	TBI_01574	TPA_02992
HOG_20070	TPS_02095	TCM_02476	TCE_03779	TBI_02827	TPA_02052
HOG_3970	TPS_03652	TCM_05139	TCE_07996	TBI_05741	TPA_10172
HOG_20078	TPS_07835	TCM_12438	TCE_06465	TBI_11747	TPA_02828
HOG_20079	TPS_04174	TCM_06078	TCE_11177	TBI_07805	TPA_16519
HOG_24145	TPS_15523	TCM_13937	TCE_12869	TBI_12302	TPA_12174
HOG_18452	TPS_00257	TCM_01757	TCE_01006	TBI_02161	TPA_01877
HOG_18385	TPS_02142	TCM_10121	TCE_04269	TBI_02193	TPA_00798
HOG_18380	TPS_14435	TCM_04321	TCE_05203	TBI_02333	TPA_08809
HOG_18166	TPS_00865	TCM_01667	TCE_02327	TBI_03137	TPA_01549
HOG_18164	TPS_04740	TCM_02146	TCE_05677	TBI_03418	TPA_05920
HOG_18163	TPS_07504	TCM_08338	TCE_06450	TBI_04855	TPA_02988
HOG_18162	TPS_02082	TCM_00840	TCE_01542	TBI_01592	TPA_06810
HOG_6995	TPS_00158	TCM_08145	TCE_02018	TBI_04255	TPA_07109
HOG_6996	TPS_10317	TCM_08142	TCE_11058	TBI_11004	TPA_14846
HOG_1156	TPS_10651	TCM_01852	TCE_00405	TBI_00267	TPA_00401
HOG_23077	TPS_10056	TCM_13743	TCE_12830	TBI_03791	TPA_07861
HOG_23076	TPS_01737	TCM_00274	TCE_00076	TBI_00497	TPA_00870
HOG_1153	TPS_06685	TCM_07748	TCE_07060	TBI_13935	TPA_07559
HOG_1152	TPS_11525	TCM_01910	TCE_07448	TBI_02683	TPA_16035
HOG_5513	TPS_05612	TCM_07194	TCE_03036	TBI_09047	TPA_01621
HOG_1554	TPS_02343	TCM_03357	TCE_00035	TBI_00071	TPA_00557
HOG_17997	TPS_12657	TCM_11288	TCE_10592	TBI_11286	TPA_15670
HOG_17996	TPS_11624	TCM_10244	TCE_13465	TBI_12036	TPA_08747
HOG_17995	TPS_08236	TCM_09189	TCE_07126	TBI_07293	TPA_05395
HOG_17994	TPS_15453	TCM_14497	TCE_08721	TBI_06923	TPA_14864
HOG_59	TPS_04761	TCM_08345	TCE_11431	TBI_06964	TPA_05729
HOG_17858	TPS_04225	TCM_01763	TCE_02050	TBI_01038	TPA_00038
HOG_1556	TPS_08160	TCM_09792	TCE_01574	TBI_01545	TPA_06147
HOG_1559	TPS_15097	TCM_13902	TCE_13734	TBI_14007	TPA_15421
HOG_3036	TPS_07993	TCM_06592	TCE_05249	TBI_11179	TPA_06326
HOG_20202	TPS_12623	TCM_04614	TCE_01082	TBI_00508	TPA_07364
HOG_51	TPS_08926	TCM_10732	TCE_09100	TBI_10230	TPA_06701
HOG_50	TPS_15391	TCM_14528	TCE_04298	TBI_02288	TPA_16424
HOG_2990	TPS_09237	TCM_03036	TCE_02364	TBI_00924	TPA_01531
HOG_534	TPS_10363	TCM_00719	TCE_00746	TBI_09931	TPA_06253
HOG_21413	TPS_09110	TCM_10467	TCE_11166	TBI_06724	TPA_11191
HOG_531	TPS_01846	TCM_02141	TCE_03272	TBI_01885	TPA_06865
HOG_24262	TPS_10470	TCM_10618	TCE_02102	TBI_09484	TPA_12326
HOG_23671	TPS_11131	TCM_11504	TCE_11954	TBI_11897	TPA_10822
HOG_23674	TPS_02671	TCM_01293	TCE_02705	TBI_04042	TPA_00717
HOG_23677	TPS_02090	TCM_03115	TCE_02105	TBI_08251	TPA_08274
HOG_19921	TPS_06129	TCM_02744	TCE_02789	TBI_04940	TPA_08944
HOG_23678	TPS_12059	TCM_10370	TCE_01071	TBI_04673	TPA_02993
HOG_21447	TPS_02077	TCM_03680	TCE_06372	TBI_02309	TPA_07882
HOG_16751	TPS_08037	TCM_12944	TCE_03097	TBI_04969	TPA_14916
HOG_5603	TPS_00086	TCM_00561	TCE_00237	TBI_02463	TPA_08369
HOG_1907	TPS_10349	TCM_05044	TCE_10111	TBI_12378	TPA_10432
HOG_8520	TPS_04967	TCM_05034	TCE_08107	TBI_10448	TPA_02603
HOG_1904	TPS_03387	TCM_03067	TCE_01340	TBI_01243	TPA_01590
HOG_6519	TPS_05703	TCM_09318	TCE_00334	TBI_10357	TPA_16454
HOG_5134	TPS_02161	TCM_09890	TCE_00920	TBI_01265	TPA_14459
HOG_20137	TPS_02687	TCM_03875	TCE_02201	TBI_00826	TPA_14780
HOG_19927	TPS_01135	TCM_05542	TCE_02084	TBI_10033	TPA_01545
